metric,state,species_1,survey_type,survey_type_effort,sampling_method,target_species_1,target_species_2,area_group,month_min,month_max,effort_min,water_temp_min,water_temp_max
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,smallmouth_bass,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,walleye,HISTORICAL,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,walleye,HISTORICAL,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,walleye,HISTORICAL,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,walleye,HISTORICAL,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,walleye,HISTORICAL,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,walleye,Population Assessment,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,walleye,Population Assessment,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,walleye,Population Assessment,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,walleye,Population Assessment,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,walleye,Population Assessment,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,walleye,Standard Survey,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,walleye,Standard Survey,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,walleye,Standard Survey,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,walleye,Standard Survey,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,walleye,Standard Survey,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,walleye,Targeted Survey,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,walleye,Targeted Survey,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,walleye,Targeted Survey,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,walleye,Targeted Survey,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,walleye,Targeted Survey,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,walleye,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,walleye,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,walleye,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,walleye,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,<100,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,100-300,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,1501+,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,301-600,6,10,4,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,"Standard 3/4-in mesh, double frame trap net sets",,,601-1500,6,10,4,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Targeted Survey,,Standard gill net sets,,,<100,6,10,2,,
adult_abundance,Minnesota,yellow_perch,Targeted Survey,,Standard gill net sets,,,100-300,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Targeted Survey,,Standard gill net sets,,,1501+,6,10,5,,
adult_abundance,Minnesota,yellow_perch,Targeted Survey,,Standard gill net sets,,,301-600,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Targeted Survey,,Standard gill net sets,,,601-1500,6,10,3,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,yellow_perch,HISTORICAL,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Large Lake Survey,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Population Assessment,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,<100,6,10,2,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,100-300,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,1501+,6,10,5,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,301-600,6,10,3,,
adult_abundance,Minnesota,yellow_perch,Standard Survey,,"Standard gill nets, set shallow in stratified assessment",,,601-1500,6,10,3,,
adult_abundance,Illinois,northern_pike,Community Sample,,Boat electrofishing DC -- Wisconsin (Night),,,,,,,,
adult_abundance,Illinois,northern_pike,Community Sample,,Trap net 0.5 in bar mesh,,,,,,,,
adult_abundance,Illinois,northern_pike,Community Sample,,Trap net 1 in bar mesh,,,,,,,,
adult_abundance,Illinois,northern_pike,Community Sample,,Trap net 1.5 in bar mesh,,,,,,,,
adult_abundance,Illinois,northern_pike,Targeted Species,,Boat electrofishing AC,,,,,,,,
adult_abundance,Illinois,northern_pike,Targeted Species,,Boat electrofishing AC (Night),,,,,,,,
adult_abundance,Illinois,northern_pike,Targeted Species,,Boat electrofishing DC -- Smith Root,,,,,,,,
adult_abundance,Illinois,northern_pike,Targeted Species,,Boat electrofishing DC -- Smith Root (Night),,,,,,,,
adult_abundance,Illinois,northern_pike,Targeted Species,,Boat electrofishing DC - Unspecified Manufacturer,,,,,,,,
adult_abundance,Illinois,northern_pike,Targeted Species,,Boat electrofishing DC -- Wisconsin,,,,,,,,
adult_abundance,Illinois,northern_pike,Targeted Species,,Boat electrofishing DC -- Wisconsin (Night),,,,,,,,
adult_abundance,Illinois,northern_pike,Targeted Species,,Trap net 0.5 in bar mesh,,,,,,,,
adult_abundance,Illinois,northern_pike,Targeted Species,,Trap net 1 in bar mesh,,,,,,,,
adult_abundance,Illinois,northern_pike,Targeted Species,,Trap net 1.5 in bar mesh,,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Community Sample,,Boat electrofishing AC,,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Community Sample,,Boat electrofishing AC (Night),,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Community Sample,,Boat electrofishing DC -- Smith Root,,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Community Sample,,Boat electrofishing DC -- Smith Root (Night),,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Community Sample,,Boat electrofishing DC - Unspecified Manufacturer,,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Community Sample,,Boat electrofishing DC -- Wisconsin,,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Community Sample,,Boat electrofishing DC -- Wisconsin (Night),,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Targeted Species,,Boat electrofishing AC,,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Targeted Species,,Boat electrofishing AC (Night),,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Targeted Species,,Boat electrofishing DC -- Smith Root,,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Targeted Species,,Boat electrofishing DC -- Smith Root (Night),,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Targeted Species,,Boat electrofishing DC - Unspecified Manufacturer,,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Targeted Species,,Boat electrofishing DC -- Wisconsin,,,,,,,,
adult_abundance,Illinois,smallmouth_bass,Targeted Species,,Boat electrofishing DC -- Wisconsin (Night),,,,,,,,
adult_abundance,Illinois,walleye,Community Sample,,Boat electrofishing AC,,,,,,,,
adult_abundance,Illinois,walleye,Community Sample,,Boat electrofishing AC (Night),,,,,,,,
adult_abundance,Illinois,walleye,Community Sample,,Boat electrofishing DC -- Smith Root,,,,,,,,
adult_abundance,Illinois,walleye,Community Sample,,Boat electrofishing DC -- Smith Root (Night),,,,,,,,
adult_abundance,Illinois,walleye,Community Sample,,Boat electrofishing DC - Unspecified Manufacturer,,,,,,,,
adult_abundance,Illinois,walleye,Community Sample,,Boat electrofishing DC -- Wisconsin,,,,,,,,
adult_abundance,Illinois,walleye,Community Sample,,Boat electrofishing DC -- Wisconsin (Night),,,,,,,,
adult_abundance,Illinois,walleye,Community Sample,,Gill net - 125 ft experimental,,,,,,,,
adult_abundance,Illinois,walleye,Community Sample,,Gill net - 250 ft experimental,,,,,,,,
adult_abundance,Illinois,walleye,Community Sample,,Trap net 0.5 in bar mesh,,,,,,,,
adult_abundance,Illinois,walleye,Community Sample,,Trap net 1 in bar mesh,,,,,,,,
adult_abundance,Illinois,walleye,Community Sample,,Trap net 1.5 in bar mesh,,,,,,,,
adult_abundance,Illinois,walleye,Targeted Species,,Boat electrofishing AC,,,,,,,,
adult_abundance,Illinois,walleye,Targeted Species,,Boat electrofishing AC (Night),,,,,,,,
adult_abundance,Illinois,walleye,Targeted Species,,Boat electrofishing DC -- Smith Root,,,,,,,,
adult_abundance,Illinois,walleye,Targeted Species,,Boat electrofishing DC -- Smith Root (Night),,,,,,,,
adult_abundance,Illinois,walleye,Targeted Species,,Boat electrofishing DC - Unspecified Manufacturer,,,,,,,,
adult_abundance,Illinois,walleye,Targeted Species,,Boat electrofishing DC -- Wisconsin,,,,,,,,
adult_abundance,Illinois,walleye,Targeted Species,,Boat electrofishing DC -- Wisconsin (Night),,,,,,,,
adult_abundance,Illinois,walleye,Targeted Species,,Gill net - 125 ft experimental,,,,,,,,
adult_abundance,Illinois,walleye,Targeted Species,,Gill net - 250 ft experimental,,,,,,,,
adult_abundance,Illinois,walleye,Targeted Species,,Trap net 0.5 in bar mesh,,,,,,,55,70
adult_abundance,Illinois,walleye,Targeted Species,,Trap net 1 in bar mesh,,,,,,,,
adult_abundance,Illinois,walleye,Targeted Species,,Trap net 1.5 in bar mesh,,,,,,,,
adult_abundance,Illinois,yellow_perch,Community Sample,,Boat electrofishing AC,,,,,,,,
adult_abundance,Illinois,yellow_perch,Community Sample,,Boat electrofishing AC (Night),,,,,,,,
adult_abundance,Illinois,yellow_perch,Community Sample,,Boat electrofishing AC (Night),,,,,,,,
adult_abundance,Illinois,yellow_perch,Community Sample,,Boat electrofishing DC -- Smith Root,,,,,,,,
adult_abundance,Illinois,yellow_perch,Community Sample,,Boat electrofishing DC -- Smith Root (Night),,,,,,,,
adult_abundance,Illinois,yellow_perch,Community Sample,,Boat electrofishing DC - Unspecified Manufacturer,,,,,,,,
adult_abundance,Illinois,yellow_perch,Community Sample,,Boat electrofishing DC -- Wisconsin,,,,,,,,
adult_abundance,Illinois,yellow_perch,Community Sample,,Boat electrofishing DC -- Wisconsin (Night),,,,,,,,
adult_abundance,Illinois,yellow_perch,Targeted Species,,Boat electrofishing AC,,,,,,,,
adult_abundance,Illinois,yellow_perch,Targeted Species,,Boat electrofishing AC (Night),,,,,,,,
adult_abundance,Illinois,yellow_perch,Targeted Species,,Boat electrofishing AC (Night),,,,,,,,
adult_abundance,Illinois,yellow_perch,Targeted Species,,Boat electrofishing DC -- Smith Root,,,,,,,,
adult_abundance,Illinois,yellow_perch,Targeted Species,,Boat electrofishing DC -- Smith Root (Night),,,,,,,,
adult_abundance,Illinois,yellow_perch,Targeted Species,,Boat electrofishing DC - Unspecified Manufacturer,,,,,,,,
adult_abundance,Illinois,yellow_perch,Targeted Species,,Boat electrofishing DC -- Wisconsin,,,,,,,,
adult_abundance,Illinois,yellow_perch,Targeted Species,,Boat electrofishing DC -- Wisconsin (Night),,,,,,,,
adult_abundance,Wisconsin,smallmouth_bass,,cpe,boom_shocker,,,,8,11,30,,
adult_abundance,Wisconsin,smallmouth_bass,,cpe,boom_shocker,,,,4,6,30,,
adult_abundance,Wisconsin,smallmouth_bass,,cpe,fyke_net,,,,4,6,2,,
